Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2012,Franklin,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,25,15,42,15,40
2012,Genesee,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,25,19,42,14,38
2012,Genesee,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,25,16,40,16,78
2012,Genesee,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,25,18,40,16,62
2012,Greene,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,25,7,16,6,13
2012,Hamilton,Non-Dual,Mental Diseases And Disorders,Schizophrenia,25,9,10,12,29
2012,Herkimer,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,25,18,47,12,48
2012,Jefferson,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,25,24,40,12,25
2012,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,25,15,36,14,65
2012,Jefferson,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,25,20,41,16,50
2012,Livingston,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,25,23,30,12,39
2012,Livingston,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,25,16,47,20,83
2012,Livingston,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,25,6,7,13,29
2012,Oneida,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Complex Cyanotic and Major Cardiac Septal Anomalies,25,14,28,11,23
2012,Oneida,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Major Congenital Heart Diagnoses Except Valvular,25,15,32,14,37
2012,Ontario,Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",25,4,6,11,19
2012,Oswego,Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,25,11,15,10,32
2012,Oswego,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,25,17,52,16,71
2012,Otsego,Non-Dual,Substance Abuse,Cocaine Abuse,25,22,49,16,94
2012,Otsego,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,25,25,62,19,153
2012,Putnam,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,25,17,25,11,18
2012,Putnam,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,25,11,23,14,25
2012,Rensselaer,Non-Dual,Diseases And Disordes Of The Respiratory System,Major Respiratory Anomalies,25,19,36,14,42
2012,Rockland,Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,25,8,11,13,38
2012,Seneca,Dual,Diabetes Mellitus,Diabetic Neuropathy,25,8,11,7,10
2012,Seneca,Dual,Substance Abuse,Chronic Alcohol Abuse,25,12,15,12,21
2012,Seneca,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,25,21,35,20,91
2012,St Lawrence,Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,25,8,9,10,39
2012,St Lawrence,Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,25,16,31,16,47
2012,St Lawrence,Non-Dual,HIV Infection,HIV Disease,25,8,14,15,38
2012,Sullivan,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Graft Atherosclerosis,25,12,18,11,47
2012,Sullivan,Dual,Mental Diseases And Disorders,Major Personality Disorders,25,15,26,16,66
2012,Sullivan,Dual,Substance Abuse,Cocaine Abuse,25,16,44,14,56
2012,Sullivan,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,25,18,41,18,64
2012,Tioga,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,25,12,34,5,28
2012,Tompkins,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,25,7,13,4,21
2012,Tompkins,Dual,Mental Diseases And Disorders,Major Personality Disorders,25,14,20,3,7
2012,Wayne,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,25,21,44,11,54
2012,Albany,Non-Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,26,12,21,16,78
2012,Allegany,Dual,Diabetes Mellitus,Other Diabetic Complications,26,9,13,10,22
2012,Broome,Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,26,25,32,15,102
2012,Cattaraugus,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,26,7,12,14,30
2012,Cayuga,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,26,20,37,19,82
2012,Chautauqua,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Graft Atherosclerosis,26,14,44,14,87
2012,Chautauqua,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,26,20,81,19,72
2012,Chenango,Dual,Diabetes Mellitus,Diabetic Nephropathy,26,10,10,7,23
2012,Chenango,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,26,7,9,13,24
2012,Clinton,Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,26,15,20,13,33
2012,Columbia,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,26,24,32,10,14
2012,Columbia,Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,26,11,23,15,54
2012,Cortland,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,26,11,26,15,48
2012,Delaware,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,26,7,18,13,43
2012,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,26,19,35,15,62
2012,Essex,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,26,10,20,16,48
2012,Fulton,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,26,16,32,18,121
2012,Greene,Dual,Diabetes Mellitus,Diabetic Retinopathy,26,12,22,4,7
2012,Hamilton,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,26,8,14,3,9
2012,Herkimer,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,26,14,20,10,23
2012,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,26,12,20,13,64
2012,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,26,25,50,21,64
2012,Jefferson,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,26,19,53,18,121
2012,Lewis,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,26,6,15,13,54
2012,Livingston,Dual,Diabetes Mellitus,Diabetic Neuropathy,26,10,21,11,37
2012,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,26,14,18,7,21
2012,Montgomery,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,26,18,40,21,121
2012,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,"Mechanical Complication of Cardiac Devices, Implants and Grafts",26,24,122,16,107
2012,Niagara,Dual,HIV Infection,HIV Disease,26,5,8,11,30
2012,Niagara,Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,26,10,12,14,59
2012,Oneida,Dual,Substance Abuse,Delirium Tremens,26,24,40,15,55
2012,Oneida,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Bronchitis,26,12,36,11,48
2012,Ontario,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,26,26,46,17,34
2012,Orleans,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,26,10,20,19,72
2012,Otsego,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,26,5,7,14,32
2012,Rensselaer,Dual,Substance Abuse,Delirium Tremens,26,24,47,19,112
2012,Richmond,Non-Dual,Diabetes Mellitus,Diabetic Coma,26,22,59,13,57
2012,Rockland,Dual,Substance Abuse,Cocaine Abuse,26,18,47,13,47
2012,Rockland,Non-Dual,Diabetes Mellitus,Diabetic Ketoacidosis,26,24,65,13,45
2012,Saratoga,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,26,18,68,21,91
2012,Schenectady,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,26,24,60,14,90
2012,Seneca,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,26,10,13,9,19
2012,St Lawrence,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,26,23,31,13,21
2012,St Lawrence,Non-Dual,Mental Diseases And Disorders,Eating Disorder,26,12,26,17,41
2012,Steuben,Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,26,10,14,12,44
2012,Steuben,Dual,Diabetes Mellitus,Diabetic Nephropathy,26,21,41,16,78
2012,Steuben,Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,26,19,30,9,45
2012,Steuben,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,26,22,48,18,109
2012,Sullivan,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,26,16,34,13,37
2012,Sullivan,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,26,18,45,18,82
2012,Tioga,Dual,Diabetes Mellitus,Other Diabetic Complications,26,14,22,5,8
2012,Tioga,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,26,16,20,3,4
2012,Tioga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,26,22,35,12,23
2012,Tompkins,Dual,Diabetes Mellitus,Diabetic Nephropathy,26,12,22,1,3
2012,Tompkins,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,26,16,24,5,9
2012,Tompkins,Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",26,9,10,2,4
2012,Warren,Dual,Diabetes Mellitus,Diabetic Nephropathy,26,19,28,7,12
2012,Warren,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,26,18,35,16,39
2012,Wayne,Non-Dual,Substance Abuse,Delirium Tremens,26,24,61,22,88
2012,Allegany,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,27,15,27,14,62
2012,Allegany,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,27,12,29,12,56
2012,Allegany,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,27,5,5,12,26
2012,Broome,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,27,8,16,18,55
2012,Cattaraugus,Dual,Substance Abuse,Opioid Abuse,27,16,29,13,47
2012,Cattaraugus,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,27,22,52,24,84
2012,Cattaraugus,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,27,17,23,12,64
2012,Chemung,Dual,Diabetes Mellitus,Diabetic Retinopathy,27,14,16,14,48
2012,Chemung,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,27,22,33,16,45
2012,Chemung,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,27,24,64,14,52
2012,Chemung,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,27,27,91,20,131
2012,Chenango,Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,27,26,35,10,21
2012,Clinton,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,27,21,84,20,152
2012,Columbia,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,27,17,46,20,134
2012,Cortland,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,27,17,53,15,37
2012,Fulton,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,27,25,84,21,53
2012,Genesee,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,27,8,19,14,42
2012,Herkimer,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,27,9,14,18,37
2012,Jefferson,Dual,Diabetes Mellitus,Diabetic Retinopathy,27,17,25,13,22
2012,Jefferson,Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,27,13,17,13,40
2012,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,27,16,30,16,40
2012,Livingston,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,27,6,9,9,14
2012,Livingston,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,27,17,35,16,59
2012,Madison,Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,27,3,4,3,9
2012,Madison,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,27,13,16,16,36
2012,Madison,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,27,16,41,17,45
2012,Madison,Non-Dual,Substance Abuse,Delirium Tremens,27,26,76,21,115
2012,Montgomery,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,27,10,18,15,44
2012,Nassau,Dual,Mental Diseases And Disorders,Schizophrenia - Catatonia,27,17,37,8,10
2012,Oneida,Dual,HIV Infection,HIV Disease,27,14,22,6,31
2012,Oneida,Non-Dual,Diabetes Mellitus,Diabetic Coma,27,19,38,14,41
2012,Oneida,Non-Dual,Mental Diseases And Disorders,Eating Disorder,27,9,21,16,36
2012,Onondaga,Dual,Substance Abuse,Drug Abuse Related Diagnoses,27,26,79,15,47
2012,Ontario,Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,27,8,14,13,39
2012,Ontario,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,27,13,33,12,47
2012,Ontario,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,27,12,26,17,52
2012,Orange,Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,27,9,12,14,34
2012,Orange,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight 750 - 999  Grams,27,19,37,6,10
2012,Orleans,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,27,24,43,18,36
2012,Otsego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,27,13,33,15,71
2012,Putnam,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,27,21,36,10,22
2012,Putnam,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,27,19,55,13,47
2012,Rensselaer,Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,27,23,44,23,124
2012,Rensselaer,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight < 1000 Grams,27,16,22,17,50
2012,Rockland,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,27,20,85,9,55
2012,Saratoga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,27,24,49,11,25
2012,St Lawrence,Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,27,13,19,11,26
2012,St Lawrence,Non-Dual,Diabetes Mellitus,Diabetic Ketoacidosis,27,22,59,19,63
2012,St Lawrence,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,27,21,63,10,54
2012,Steuben,Dual,Diseases And Disorders Of The Cardiovascular System,Defibrillator Status,27,16,22,10,35
2012,Tioga,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,27,24,34,3,5
2012,Warren,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,27,17,32,15,48
2012,Washington,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,27,8,11,16,55
2012,Washington,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,27,14,26,13,31
2012,Wayne,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,27,21,32,16,40
2012,Wyoming,Dual,Substance Abuse,Chronic Alcohol Abuse,27,13,19,4,5
2012,Wyoming,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,27,16,39,19,134
2012,Yates,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,27,13,18,12,30
2012,Allegany,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,28,27,37,15,41
2012,Cattaraugus,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,28,16,28,19,75
2012,Cayuga,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,28,26,78,24,132
2012,Chenango,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,28,12,18,14,27
2012,Chenango,Dual,Mental Diseases And Disorders,Major Personality Disorders,28,16,32,8,60
2012,Chenango,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,28,18,45,21,66
2012,Chenango,Non-Dual,Substance Abuse,Cocaine Abuse,28,19,36,20,128
2012,Columbia,Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,28,22,36,7,10
2012,Cortland,Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,28,23,47,7,22
2012,Delaware,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,28,21,33,17,55
2012,Dutchess,Dual,Substance Abuse,Delirium Tremens,28,27,59,20,95
2012,Dutchess,Non-Dual,Mental Diseases And Disorders,Schizophrenia - Exacerbation,28,23,67,20,122
2012,Fulton,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,28,13,40,17,44
2012,Genesee,Dual,Diabetes Mellitus,Other Diabetic Complications,28,21,28,5,25
2012,Genesee,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,28,16,21,9,21
2012,Genesee,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,28,15,19,10,23
2012,Genesee,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,28,28,84,20,90
2012,Greene,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,28,16,23,14,40
2012,Greene,Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,28,12,17,12,38
2012,Herkimer,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,28,16,20,11,44
2012,Herkimer,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,28,11,47,18,63
2012,Jefferson,Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,28,16,20,6,9
2012,Lewis,Dual,Diseases And Disordes Of The Respiratory System,Asthma,28,13,20,10,20
2012,Oneida,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight 750 - 999  Grams,28,24,54,7,12
2012,Onondaga,Non-Dual,Diabetes Mellitus,Diabetic Coma,28,22,74,21,74
2012,Ontario,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,28,23,38,13,45
2012,Oswego,Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,28,7,17,11,37
2012,Oswego,Non-Dual,HIV Infection,HIV Disease,28,6,12,10,31
2012,Oswego,Non-Dual,Mental Diseases And Disorders,Eating Disorder,28,8,11,15,35
2012,Otsego,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,28,15,20,14,61
2012,Otsego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,28,15,33,16,30
2012,Otsego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,28,23,46,21,63
2012,Putnam,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,28,19,25,12,25
2012,Rensselaer,Dual,Mental Diseases And Disorders,Eating Disorder,28,11,27,17,71
2012,Richmond,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight 750 - 999  Grams,28,15,39,15,30
2012,Saratoga,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,28,18,55,15,45
2012,Schenectady,Non-Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,28,17,33,20,61
2012,Schenectady,Non-Dual,Diabetes Mellitus,Diabetic Ketoacidosis,28,27,78,20,151
2012,Schoharie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,28,16,54,22,71
